Unnamed: 0,genre_ids,id_x,original_language,original_title,popularity,release_date_x,title,vote_average,vote_count,id_y,release_date_y,movie,production_budget,domestic_gross,worldwide_gross,profit,roi
11022,"[28, 12, 14, 878]",127585,en,X-Men: Days of Future Past,41.867,2014-05-23,X-Men: Days Of Future Past,7.5,10062,55,"May 23, 2014",X-Men: Days Of Future Past,200000000.0,233921534.0,747862775.0,547862775,373.9313875
11023,"[28, 9648, 878, 53]",198663,en,The Maze Runner,36.955,2014-09-19,The Maze Runner,7.1,10626,60,"Sep 19, 2014",The Maze Runner,34000000.0,102427862.0,348319861.0,314319861,1024.4701794117648
11024,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,36.92,2014-11-07,Big Hero 6,7.8,10176,29,"Nov 7, 2014",Big Hero 6,165000000.0,222527828.0,652127828.0,487127828,395.2289866666667
11025,"[878, 12, 53]",131631,en,The Hunger Games: Mockingjay - Part 1,33.836999999999996,2014-11-21,The Hunger Games: Mockingjay - Part 1,6.8,10087,62,"Nov 21, 2014",The Hunger Games: Mockingjay - Part 1,125000000.0,337135885.0,766575131.0,641575131,613.2601048
11026,"[36, 18, 53, 10752]",205596,en,The Imitation Game,33.078,2014-12-19,The Imitation Game,8.1,10396,6,"Nov 28, 2014",The Imitation Game,15000000.0,91125143.0,227740463.0,212740463,1518.2697533333335
11027,"[9648, 53, 18]",210577,en,Gone Girl,31.215,2014-10-03,Gone Girl,7.9,10459,36,"Oct 3, 2014",Gone Girl,61000000.0,167767189.0,368567189.0,307567189,604.2085065573771
11028,"[10752, 18, 28]",228150,en,Fury,29.116999999999997,2014-10-17,Fury,7.4,6653,68,"Oct 17, 2014",Fury,80000000.0,85817906.0,210315681.0,130315681,262.89460125
11029,"[27, 28, 18, 14, 10752]",49017,en,Dracula Untold,29.043000000000003,2014-10-03,Dracula Untold,6.2,3719,21,"Oct 10, 2014",Dracula Untold,70000000.0,55991880.0,220241723.0,150241723,314.6310328571428
11030,"[53, 28, 80]",156022,en,The Equalizer,28.941999999999997,2014-09-26,The Equalizer,7.2,4989,96,"Sep 26, 2014",The Equalizer,55000000.0,101530738.0,192903624.0,137903624,350.7338618181818
11032,"[12, 18, 878]",157336,en,Interstellar,28.44,2014-11-05,Interstellar,8.2,18597,32,"Nov 5, 2014",Interstellar,165000000.0,188017894.0,666379375.0,501379375,403.86628787878783
11033,"[27, 53]",238636,en,The Purge: Anarchy,28.424,2014-07-18,The Purge: Anarchy,6.6,3754,71,"Jul 18, 2014",The Purge: Anarchy,9000000.0,71562550.0,111534881.0,102534881,1239.2764555555555
11034,"[878, 28, 18, 53]",119450,en,Dawn of the Planet of the Apes,27.641,2014-07-11,Dawn Of The Planet Of The Apes,7.3,7080,17,"Jul 11, 2014",Dawn Of The Planet Of The Apes,170000000.0,208545589.0,710644566.0,540644566,418.0262152941176
11035,"[14, 28, 12, 16, 35, 10751]",82702,en,How to Train Your Dragon 2,27.105999999999998,2014-06-13,How To Train Your Dragon 2,7.7,5589,99,"Jun 13, 2014",How To Train Your Dragon 2,145000000.0,177002924.0,614586270.0,469586270,423.85260000000005
11036,"[12, 18, 28]",147441,en,Exodus: Gods and Kings,26.789,2014-12-12,Exodus: Gods And Kings,5.7,2909,16,"Dec 12, 2014",Exodus: Gods And Kings,140000000.0,65014513.0,268314513.0,128314513,191.65322357142858
11037,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,2015-02-13,Kingsman: The Secret Service,7.6,10287,29,"Feb 13, 2015",Kingsman: The Secret Service,94000000.0,128261724.0,404561724.0,310561724,430.38481276595746
11038,"[878, 28, 12, 14, 35]",98566,en,Teenage Mutant Ninja Turtles,25.619,2014-08-08,Teenage Mutant Ninja Turtles,5.8,4259,68,"Aug 8, 2014",Teenage Mutant Ninja Turtles,125000000.0,191204754.0,485004754.0,360004754,388.0038032
11039,"[80, 18, 53]",242582,en,Nightcrawler,25.596999999999998,2014-10-31,Nightcrawler,7.7,5860,34,"Oct 31, 2014",Nightcrawler,8500000.0,32381218.0,50334418.0,41834418,592.1696235294118
11040,"[28, 12, 36, 10749, 18]",76649,en,Pompeii,25.215,2014-02-21,Pompeii,5.4,2078,97,"Feb 21, 2014",Pompeii,80000000.0,23169033.0,108469033.0,28469033,135.58629125
11041,"[28, 18, 878]",124905,en,Godzilla,24.982,2014-05-16,Godzilla,6.1,5053,41,"May 16, 2014",Godzilla,160000000.0,200676069.0,529076069.0,369076069,330.672543125
11042,"[28, 12]",184315,en,Hercules,23.921999999999997,2014-07-25,Hercules,5.6,2606,84,"Jul 25, 2014",Hercules,100000000.0,72688614.0,243388614.0,143388614,243.388614
11043,"[28, 10752, 14]",53182,en,300: Rise of an Empire,23.68,2014-03-07,300: Rise Of An Empire,6.0,3870,26,"Mar 7, 2014",300: Rise Of An Empire,110000000.0,106580051.0,330780051.0,220780051,300.7091372727273
11045,"[878, 28, 12]",91314,en,Transformers: Age of Extinction,20.961,2014-06-27,Transformers: Age Of Extinction,5.8,4805,37,"Jun 27, 2014",Transformers: Age Of Extinction,210000000.0,245439076.0,1104039076.0,894039076,525.7328933333333
11046,"[10751, 16, 12, 35]",270946,en,Penguins of Madagascar,20.899,2014-11-26,Penguins Of Madagascar,6.4,2273,37,"Nov 26, 2014",Penguins Of Madagascar,132000000.0,83350911.0,366942531.0,234942531,277.98676590909093
11047,"[80, 53]",189,en,Sin City: A Dame to Kill For,20.896,2014-08-22,Sin City: A Dame To Kill For,6.3,2210,16,"Aug 22, 2014",Sin City: A Dame To Kill For,65000000.0,13757804.0,40650842.0,-24349158,62.53975692307693
11048,"[28, 12, 14]",102382,en,The Amazing Spider-Man 2,20.846999999999998,2014-05-02,The Amazing Spider-Man 2,6.4,7220,56,"May 2, 2014",The Amazing Spider-Man 2,200000000.0,202853933.0,708996336.0,508996336,354.49816799999996
11049,[35],225886,en,Sex Tape,20.429000000000002,2014-07-18,Sex Tape,5.3,2684,54,"Jul 18, 2014",Sex Tape,40000000.0,38543473.0,126069509.0,86069509,315.1737725
11050,"[12, 35, 14, 10751]",181533,en,Night at the Museum: Secret of the Tomb,20.064,2014-12-19,Night At The Museum: Secret Of The Tomb,6.1,3536,60,"Dec 19, 2014",Night At The Museum: Secret Of The Tomb,127000000.0,113746621.0,353756621.0,226756621,278.54852047244094
11051,"[28, 878]",137113,en,Edge of Tomorrow,19.753,2014-06-06,Edge Of Tomorrow,7.6,8047,95,"Jun 6, 2014",Edge Of Tomorrow,178000000.0,100206256.0,370541256.0,192541256,208.16924494382022
11052,"[12, 16, 35, 10751, 14]",137106,en,The Lego Movie,19.375,2014-02-07,The Lego Movie,7.4,4839,44,"Feb 7, 2014",The Lego Movie,60000000.0,257784718.0,457729388.0,397729388,762.8823133333333
11053,"[80, 18, 9648, 53]",169917,en,A Walk Among the Tombstones,19.373,2014-09-19,A Walk Among The Tombstones,6.3,1685,67,"Sep 19, 2014",A Walk Among The Tombstones,28000000.0,26017685.0,62108587.0,34108587,221.81638214285715
11054,"[14, 12, 28, 10751, 10749]",102651,en,Maleficent,19.274,2014-05-30,Maleficent,7.0,8143,84,"May 30, 2014",Maleficent,180000000.0,241407328.0,758536735.0,578536735,421.40929722222216
11055,"[27, 9648, 80]",176,en,Saw,19.127,2004-10-29,Saw,7.4,4795,57,"Oct 29, 2004",Saw,1200000.0,55968727.0,103880027.0,102680027,8656.668916666666
11056,"[28, 12, 53]",138103,en,The Expendables 3,18.797,2014-08-15,The Expendables 3,6.1,2876,96,"Aug 15, 2014",The Expendables 3,100000000.0,39322544.0,209461378.0,109461378,209.461378
11057,"[10752, 28]",190859,en,American Sniper,18.473,2014-12-25,American Sniper,7.4,7658,57,"Dec 25, 2014",American Sniper,58000000.0,350126372.0,547326372.0,489326372,943.6661586206898
11058,[35],227159,en,Horrible Bosses 2,18.421,2014-11-26,Horrible Bosses 2,6.2,2581,31,"Nov 26, 2014",Horrible Bosses 2,40000000.0,54445357.0,105945357.0,65945357,264.8633925
11059,"[27, 53]",270303,en,It Follows,18.419,2015-03-27,It Follows,6.5,3485,94,"Mar 13, 2015",It Follows,2000000.0,14674077.0,23250755.0,21250755,1162.5377500000002
11061,"[35, 18]",120467,en,The Grand Budapest Hotel,18.31,2014-03-07,The Grand Budapest Hotel,8.0,8091,27,"Mar 7, 2014",The Grand Budapest Hotel,31000000.0,59076019.0,163981261.0,132981261,528.9718096774194
11062,"[12, 35, 10751, 16]",172385,en,Rio 2,18.11,2014-04-11,Rio 2,6.3,1803,49,"Apr 11, 2014",Rio 2,130000000.0,131538435.0,492846291.0,362846291,379.11253153846155
11063,"[28, 12, 878]",100402,en,Captain America: The Winter Soldier,18.073,2014-04-04,Captain America: The Winter Soldier,7.7,11034,16,"Apr 4, 2014",Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0,544401889,420.2364052941176
11064,"[28, 878]",97020,en,RoboCop,17.851,2014-02-12,Robocop,5.8,3390,96,"Feb 12, 2014",Robocop,120000000.0,58607007.0,242981799.0,122981799,202.48483249999998
11065,"[80, 28, 53]",254904,en,The November Man,17.747,2014-08-27,The November Man,6.1,852,61,"Aug 27, 2014",The November Man,15000000.0,25018119.0,34820335.0,19820335,232.13556666666668
11066,"[28, 12, 878]",157350,en,Divergent,16.982,2014-03-21,Divergent,6.9,8279,95,"Mar 21, 2014",Divergent,85000000.0,150947895.0,276014965.0,191014965,324.7234882352941
11068,"[28, 878]",240832,en,Lucy,16.73,2014-07-25,Lucy,6.3,10019,83,"Jul 25, 2014",Lucy,40000000.0,126573960.0,457507776.0,417507776,1143.76944
11069,[18],205587,en,The Judge,16.464000000000002,2014-10-10,The Judge,7.3,2356,41,"Oct 10, 2014",The Judge,50000000.0,47119388.0,76119388.0,26119388,152.238776
26339,"[99, 99]",474464,en,The Judge,0.6,2018-04-13,The Judge,7.5,2,41,"Oct 10, 2014",The Judge,50000000.0,47119388.0,76119388.0,26119388,152.238776
11070,[35],239563,en,St. Vincent,16.379,2014-10-31,St. Vincent,7.1,1069,61,"Oct 10, 2014",St. Vincent,13000000.0,44137712.0,54837234.0,41837234,421.8248769230769
11071,"[9648, 53]",204922,en,Before I Go to Sleep,16.07,2014-10-31,Before I Go To Sleep,6.4,1098,49,"Oct 31, 2014",Before I Go To Sleep,22000000.0,3242457.0,19563579.0,-2436421,88.9253590909091
11072,"[10749, 18]",222935,en,The Fault in Our Stars,16.03,2014-05-16,The Fault In Our Stars,7.6,7236,43,"Jun 6, 2014",The Fault In Our Stars,12000000.0,124872350.0,307166834.0,295166834,2559.7236166666667
11074,[35],100042,en,Dumb and Dumber To,15.964,2014-11-14,Dumb And Dumber To,5.5,1842,1,"Nov 14, 2014",Dumb And Dumber To,40000000.0,86208010.0,156553592.0,116553592,391.38398
11075,"[53, 10749]",255343,en,Escobar: Paradise Lost,15.924000000000001,2014-10-11,Escobar: Paradise Lost,6.3,476,12,"Jun 26, 2015",Escobar: Paradise Lost,17000000.0,195792.0,3917679.0,-13082321,23.045170588235294
11078,"[28, 35]",228967,en,The Interview,15.501,2014-12-25,The Interview,6.2,3579,33,"Feb 6, 2014",The Interview,44000000.0,6105175.0,12342632.0,-31657368,28.051436363636363
11081,[27],242512,en,Ouija,15.389000000000001,2014-10-24,Ouija,5.1,1670,60,"Oct 24, 2014",Ouija,5000000.0,50856010.0,103300632.0,98300632,2066.01264
11082,[18],244506,en,Camp X-Ray,15.237,2014-10-17,Camp X-Ray,6.8,618,92,"Oct 17, 2014",Camp X-Ray,1000000.0,9837.0,101053.0,-898947,10.1053
11083,[35],195589,en,Neighbors,14.979000000000001,2014-05-09,Neighbors,6.2,4536,64,"May 9, 2014",Neighbors,18000000.0,150086800.0,270944428.0,252944428,1505.2468222222221
11084,"[18, 80]",154400,en,The Drop,14.795,2014-09-12,The Drop,6.7,1215,16,"Sep 12, 2014",The Drop,12600000.0,10724389.0,19054534.0,6454534,151.22646031746032
11085,"[28, 878, 18]",110415,ko,Snowpiercer,14.735,2014-06-27,Snowpiercer,6.8,4748,27,"Jun 27, 2014",Snowpiercer,40000000.0,4563029.0,88069880.0,48069880,220.1747
11086,"[80, 53]",136835,en,No Good Deed,14.519,2014-09-12,No Good Deed,5.8,286,44,"Sep 12, 2014",No Good Deed,13200000.0,52543632.0,54323210.0,41123210,411.5394696969697
11088,"[12, 35, 10751]",11774,en,Lemony Snicket's A Series of Unfortunate Events,14.362,2004-12-17,Lemony Snicket'S A Series Of Unfortunate Events,6.8,2975,75,"Dec 17, 2004",Lemony Snicket'S A Series Of Unfortunate Events,100000000.0,118627117.0,212956024.0,112956024,212.956024
11089,"[35, 10749, 80, 18, 9648]",171274,en,Inherent Vice,14.244000000000002,2015-01-09,Inherent Vice,6.6,1359,56,"Dec 12, 2014",Inherent Vice,20000000.0,8110975.0,14772346.0,-5227654,73.86173000000001
11090,"[28, 18, 53, 80]",144336,en,Sabotage,14.055,2014-03-28,Sabotage,5.5,779,29,"Mar 28, 2014",Sabotage,35000000.0,10508518.0,18376443.0,-16623557,52.50412285714285
11091,[27],250546,en,Annabelle,13.989,2014-10-03,Annabelle,5.6,3357,84,"Oct 3, 2014",Annabelle,6500000.0,84273813.0,256862920.0,250362920,3951.7372307692303
11094,"[53, 28, 878]",218043,en,Left Behind,13.897,2014-10-03,Left Behind,4.0,713,63,"Feb 2, 2001",Left Behind,18500000.0,4221341.0,4221341.0,-14278659,22.81805945945946
11095,"[18, 10749]",266856,en,The Theory of Everything,13.866,2014-11-26,The Theory Of Everything,7.9,6412,35,"Nov 7, 2014",The Theory Of Everything,15000000.0,35893537.0,123327692.0,108327692,822.1846133333333
11096,"[28, 12]",188207,en,The Legend of Hercules,13.754000000000001,2014-01-10,The Legend Of Hercules,4.5,805,42,"Jan 10, 2014",The Legend Of Hercules,70000000.0,18848538.0,58953319.0,-11046681,84.21902714285714
11098,"[28, 80, 18, 53]",136797,en,Need for Speed,13.722999999999999,2014-03-14,Need For Speed,6.1,2389,70,"Mar 14, 2014",Need For Speed,66000000.0,43568507.0,194169619.0,128169619,294.19639242424245
11102,"[80, 18]",157845,en,The Rover,13.527999999999999,2014-07-18,The Rover,6.2,435,47,"Jun 13, 2014",The Rover,8500000.0,1109199.0,3180252.0,-5319748,37.41472941176471
11104,"[35, 18, 10751]",196867,en,Annie,13.422,2014-12-19,Annie,6.1,770,89,"Dec 19, 2014",Annie,65000000.0,85911262.0,139829625.0,74829625,215.1225
11107,"[10752, 18, 36, 28]",152760,en,The Monuments Men,12.860999999999999,2014-02-07,The Monuments Men,5.9,2229,14,"Feb 7, 2014",The Monuments Men,70000000.0,78031620.0,158702748.0,88702748,226.71821142857144
11108,"[16, 12, 10751]",82703,en,Mr. Peabody & Sherman,12.812999999999999,2014-03-07,Mr. Peabody & Sherman,6.6,1357,1,"Mar 7, 2014",Mr. Peabody & Sherman,145000000.0,111506430.0,269806430.0,124806430,186.07340000000002
11110,"[27, 53]",100241,en,"I, Frankenstein",12.7,2014-01-24,"I, Frankenstein",5.2,1090,14,"Jan 24, 2014","I, Frankenstein",65000000.0,19075290.0,74575290.0,9575290,114.7312153846154
11113,"[18, 10752]",227306,en,Unbroken,12.354000000000001,2014-12-25,Unbroken,7.4,2240,82,"Dec 25, 2014",Unbroken,65000000.0,115637895.0,163527824.0,98527824,251.5812676923077
11114,"[53, 28]",241254,en,The Prince,12.324000000000002,2014-08-22,The Prince,4.8,317,53,"Aug 22, 2014",The Prince,18000000.0,0.0,0.0,-18000000,0.0
11115,"[80, 18, 53]",241239,en,A Most Violent Year,12.270999999999999,2014-12-31,A Most Violent Year,6.6,792,68,"Dec 31, 2014",A Most Violent Year,20000000.0,5749134.0,8846875.0,-11153125,44.234375
11118,[18],249164,en,If I Stay,12.047,2014-08-22,If I Stay,7.4,2703,73,"Aug 22, 2014",If I Stay,11000000.0,50474843.0,78356170.0,67356170,712.3288181818182
11119,[18],87093,en,Big Eyes,12.017000000000001,2014-12-25,Big Eyes,7.0,2153,23,"Dec 25, 2014",Big Eyes,10000000.0,14482031.0,27317872.0,17317872,273.17872
11120,"[53, 80, 18]",190955,en,Blood Ties,12.003,2014-03-21,Blood Ties,6.1,268,52,"Mar 21, 2014",Blood Ties,26000000.0,42472.0,2923959.0,-23076041,11.245996153846153
11126,"[18, 27]",242224,en,The Babadook,11.502,2014-11-28,The Babadook,6.4,3528,41,"Nov 28, 2014",The Babadook,2000000.0,950792.0,7482387.0,5482387,374.11935
11128,"[10749, 16, 12, 35, 10751, 14]",228326,en,The Book of Life,11.392000000000001,2014-10-17,The Book Of Life,7.4,1228,35,"Oct 17, 2014",The Book Of Life,50000000.0,50151543.0,97651543.0,47651543,195.30308599999998
11132,"[53, 80, 27]",184346,en,Deliver Us from Evil,11.283,2014-07-02,Deliver Us From Evil,6.1,1104,34,"Jul 2, 2014",Deliver Us From Evil,30000000.0,30577122.0,87956618.0,57956618,293.18872666666664
11134,"[16, 35, 10751, 14]",170687,en,The Boxtrolls,11.219000000000001,2014-09-26,The Boxtrolls,6.7,1016,94,"Sep 26, 2014",The Boxtrolls,60000000.0,50837305.0,111946251.0,51946251,186.577085
11136,"[80, 35, 28]",187017,en,22 Jump Street,11.175999999999998,2014-06-13,22 Jump Street,6.9,5167,85,"Jun 13, 2014",22 Jump Street,50000000.0,191719337.0,331333876.0,281333876,662.6677520000001
11137,"[10749, 35]",9767,en,The Break-Up,11.165,2006-06-02,The Break-Up,5.7,1480,69,"Jun 2, 2006",The Break-Up,52000000.0,118703275.0,205727307.0,153727307,395.6294365384615
11138,[18],85350,en,Boyhood,11.140999999999998,2014-07-11,Boyhood,7.5,3097,85,"Jul 11, 2014",Boyhood,4000000.0,25379975.0,57273049.0,53273049,1431.826225
11142,[18],265177,en,Mommy,11.095,2014-08-29,Mommy,8.3,1399,1,"Jan 23, 2015",Mommy,4900000.0,3498695.0,17536004.0,12636004,357.87763265306126
11143,"[28, 18, 53]",137094,en,Jack Ryan: Shadow Recruit,11.061,2014-01-17,Jack Ryan: Shadow Recruit,6.1,1687,97,"Jan 17, 2014",Jack Ryan: Shadow Recruit,60000000.0,50577412.0,131377412.0,71377412,218.9623533333333
11145,"[28, 18, 53, 80]",192102,en,3 Days to Kill,11.011,2014-02-14,3 Days To Kill,6.1,1279,64,"Feb 21, 2014",3 Days To Kill,28000000.0,30697999.0,38959900.0,10959900,139.14249999999998
11147,[35],226486,en,Tammy,10.979000000000001,2014-07-03,Tammy,5.2,735,3,"Jul 2, 2014",Tammy,20000000.0,84525432.0,96407655.0,76407655,482.038275
11150,"[27, 53]",155084,en,13 Sins,10.899000000000001,2014-04-18,13 Sins,6.3,576,51,"Apr 18, 2014",13 Sins,4000000.0,9134.0,47552.0,-3952448,1.1887999999999999
11151,[27],157547,en,Oculus,10.841,2014-04-03,Oculus,6.4,1747,72,"Apr 11, 2014",Oculus,5000000.0,27695246.0,44115496.0,39115496,882.3099199999999
11152,"[28, 35]",168530,en,Ride Along,10.831,2014-01-17,Ride Along,6.2,1277,67,"Jan 17, 2014",Ride Along,25000000.0,134202565.0,153733800.0,128733800,614.9352
11153,"[35, 10402, 10749, 18]",198277,en,Begin Again,10.828,2014-07-11,Begin Again,7.2,2089,91,"Jun 27, 2014",Begin Again,8000000.0,16170632.0,68838736.0,60838736,860.4842
11154,"[35, 37]",188161,en,A Million Ways to Die in the West,10.815999999999999,2014-05-30,A Million Ways To Die In The West,5.8,2219,48,"May 30, 2014",A Million Ways To Die In The West,40000000.0,42720965.0,86778557.0,46778557,216.9463925
11156,[18],284293,en,Still Alice,10.747,2014-12-05,Still Alice,7.5,1946,92,"Jan 16, 2015",Still Alice,5000000.0,18656400.0,41699612.0,36699612,833.99224
11159,"[12, 35]",9671,en,Crocodile Dundee,10.642000000000001,1986-09-26,Crocodile Dundee,6.3,917,27,"Sep 26, 1986",Crocodile Dundee,8800000.0,174803506.0,328203506.0,319403506,3729.5852954545453
11160,[35],232672,en,Blended,10.613,2014-05-23,Blended,6.7,1709,90,"May 23, 2014",Blended,45000000.0,46290741.0,127990741.0,82990741,284.4238688888889
11161,"[27, 53]",256274,en,"As Above, So Below",10.613,2014-08-29,"As Above, So Below",6.2,1321,84,"Aug 29, 2014","As Above, So Below",5000000.0,21222315.0,41824066.0,36824066,836.4813200000001
11162,[18],200505,en,Draft Day,10.581,2014-04-11,Draft Day,6.6,460,36,"Apr 11, 2014",Draft Day,25000000.0,28842237.0,29847480.0,4847480,119.38991999999999
11163,"[16, 35, 10751, 12]",227783,en,The Nut Job,10.501,2014-01-17,The Nut Job,5.6,529,72,"Jan 17, 2014",The Nut Job,30000000.0,64251538.0,122529966.0,92529966,408.43322000000006
11165,[18],244772,en,The Skeleton Twins,10.341,2014-09-12,The Skeleton Twins,6.7,394,36,"Sep 12, 2014",The Skeleton Twins,1000000.0,5284309.0,5797192.0,4797192,579.7192
11166,[53],157849,en,A Most Wanted Man,10.267000000000001,2014-07-25,A Most Wanted Man,6.5,784,76,"Jul 25, 2014",A Most Wanted Man,15000000.0,17237855.0,36068890.0,21068890,240.45926666666668
11169,"[28, 18, 9648, 53]",8834,en,Conspiracy Theory,10.151,1997-08-08,Conspiracy Theory,6.5,707,73,"Aug 8, 1997",Conspiracy Theory,80000000.0,76118990.0,142783718.0,62783718,178.4796475
19143,"[27, 878, 53]",454963,en,Conspiracy Theory,1.037,2016-01-29,Conspiracy Theory,2.0,3,73,"Aug 8, 1997",Conspiracy Theory,80000000.0,76118990.0,142783718.0,62783718,178.4796475
11173,[18],228970,en,Wild,10.097999999999999,2014-12-05,Wild,7.0,1454,33,"Dec 3, 2014",Wild,15000000.0,37880356.0,52460543.0,37460543,349.73695333333336
19136,[18],371464,de,Wild,1.045,2016-01-24,Wild,6.4,28,33,"Dec 3, 2014",Wild,15000000.0,37880356.0,52460543.0,37460543,349.73695333333336
11176,"[53, 80, 18, 9648]",245916,en,Kill the Messenger,10.062000000000001,2014-10-10,Kill The Messenger,6.6,507,51,"Oct 10, 2014",Kill The Messenger,5000000.0,2450846.0,6656705.0,1656705,133.13410000000002
11177,"[12, 28]",270938,en,Falcon Rising,10.059,2014-09-05,Falcon Rising,5.8,126,54,"Sep 4, 2014",Falcon Rising,4500000.0,11774.0,11774.0,-4488226,0.2616444444444444
11180,"[53, 878]",242095,en,The Signal,10.032,2014-06-13,The Signal,5.9,901,26,"Jun 13, 2014",The Signal,4000000.0,600896.0,2665322.0,-1334678,66.63305000000001
16297,[],362308,en,The Signal,0.6609999999999999,2015-07-08,The Signal,7.0,2,26,"Jun 13, 2014",The Signal,4000000.0,600896.0,2665322.0,-1334678,66.63305000000001
11189,"[37, 18]",259611,en,Frontera,9.722999999999999,2014-09-05,Frontera,6.3,80,63,"Sep 5, 2014",Frontera,2300000.0,59696.0,59696.0,-2240304,2.595478260869565
11190,[18],236751,en,Heaven is for Real,9.718,2014-04-16,Heaven Is For Real,6.2,363,46,"Apr 16, 2014",Heaven Is For Real,12000000.0,91386097.0,100916299.0,88916299,840.9691583333334
11191,"[18, 35]",239678,en,This Is Where I Leave You,9.681000000000001,2014-09-19,This Is Where I Leave You,6.6,695,57,"Sep 19, 2014",This Is Where I Leave You,20000000.0,34296320.0,41296320.0,21296320,206.4816
11192,"[18, 36, 10749]",887,en,The Best Years of Our Lives,9.647,1946-12-25,The Best Years Of Our Lives,7.8,243,78,"Nov 21, 1946",The Best Years Of Our Lives,2100000.0,23600000.0,23600000.0,21500000,1123.8095238095236
11197,"[18, 36]",127560,en,The Railway Man,9.582,2014-04-11,The Railway Man,6.9,408,33,"Apr 11, 2014",The Railway Man,18000000.0,4438438.0,23910210.0,5910210,132.83450000000002
11199,"[36, 18]",273895,en,Selma,9.541,2014-12-25,Selma,7.5,1354,25,"Jan 9, 2015",Selma,20000000.0,52076908.0,66776576.0,46776576,333.88288
11204,[35],209403,en,Bad Words,9.516,2014-03-14,Bad Words,6.4,451,44,"Mar 14, 2014",Bad Words,10000000.0,7779614.0,7843145.0,-2156855,78.43145
11206,"[27, 53]",227348,en,Paranormal Activity: The Marked Ones,9.446,2014-01-03,Paranormal Activity: The Marked Ones,5.3,752,70,"Jan 3, 2014",Paranormal Activity: The Marked Ones,5000000.0,32462372.0,90904854.0,85904854,1818.09708
11208,"[53, 28, 18]",327833,en,Skin Trade,9.362,2014-11-07,Skin Trade,5.6,96,19,"May 8, 2015",Skin Trade,9000000.0,1242.0,1242.0,-8998758,0.0138
11214,"[28, 80, 18]",254473,en,Brick Mansions,9.193999999999999,2014-04-25,Brick Mansions,5.9,909,69,"Apr 25, 2014",Brick Mansions,28000000.0,20396829.0,73421224.0,45421224,262.2186571428571
11215,"[18, 9648, 53]",271185,en,Ask Me Anything,9.193,2014-04-19,Ask Me Anything,5.6,246,33,"Mar 3, 2015",Ask Me Anything,950000.0,0.0,0.0,-950000,0.0
11216,"[10749, 35]",286554,en,Two Night Stand,9.191,2014-09-26,Two Night Stand,6.5,1241,60,"Sep 26, 2014",Two Night Stand,1600000.0,15600.0,868081.0,-731919,54.255062499999994
11219,"[18, 53]",210479,en,Locke,9.128,2014-04-25,Locke,6.9,1370,37,"Apr 25, 2014",Locke,2000000.0,1370646.0,2088390.0,88390,104.4195
11220,"[35, 12, 80, 10751]",145220,en,Muppets Most Wanted,9.118,2014-03-21,Muppets Most Wanted,6.2,473,20,"Mar 21, 2014",Muppets Most Wanted,55000000.0,51178893.0,79312301.0,24312301,144.20418363636364
11221,"[53, 18]",297596,en,Dying of the Light,9.064,2014-12-04,Dying Of The Light,4.6,174,85,"Dec 5, 2014",Dying Of The Light,5000000.0,0.0,74639.0,-4925361,1.49278
11223,[18],222649,en,Rosewater,9.019,2014-11-07,Rosewater,6.7,121,74,"Nov 14, 2014",Rosewater,10000000.0,3128941.0,3185717.0,-6814283,31.85717
11229,"[28, 53]",216282,en,Into the Storm,8.884,2014-08-08,Into The Storm,5.8,1169,40,"Aug 8, 2014",Into The Storm,50000000.0,47602194.0,150429371.0,100429371,300.858742
11239,[35],301748,en,The Opposite Sex,8.832,2014-11-08,The Opposite Sex,4.1,20,48,"Jan 20, 2015",The Opposite Sex,3300000.0,0.0,50206.0,-3249794,1.5213939393939395
11240,"[53, 80, 18]",284536,en,The Gambler,8.807,2014-12-25,The Gambler,5.8,783,25,"Dec 10, 2014",The Gambler,25000000.0,33680992.0,38718031.0,13718031,154.872124
11242,"[18, 10749]",226857,en,Endless Love,8.776,2014-02-14,Endless Love,6.8,990,82,"Feb 14, 2014",Endless Love,20000000.0,23438250.0,34718173.0,14718173,173.590865
11248,"[18, 878]",227156,en,The Giver,8.687000000000001,2014-08-11,The Giver,6.5,3075,2,"Aug 15, 2014",The Giver,25000000.0,45090374.0,66540205.0,41540205,266.16082
11251,"[35, 27, 18, 53]",246403,en,Tusk,8.655,2014-09-19,Tusk,5.3,601,28,"Sep 19, 2014",Tusk,3000000.0,1821983.0,1887554.0,-1112446,62.91846666666666
11252,"[35, 10749]",225565,en,That Awkward Moment,8.649,2014-01-31,That Awkward Moment,6.1,1759,78,"Jan 31, 2014",That Awkward Moment,8000000.0,26068955.0,53068955.0,45068955,663.3619375000001
11254,"[27, 28]",290555,en,Wolves,8.627,2014-11-14,Wolves,5.8,151,51,"Nov 14, 2014",Wolves,18000000.0,0.0,94953.0,-17905047,0.5275166666666666
18121,[18],345909,en,Wolves,4.27,2016-10-25,Wolves,5.8,22,51,"Nov 14, 2014",Wolves,18000000.0,0.0,94953.0,-17905047,0.5275166666666666
11255,"[16, 878]",192577,ja,キャプテンハーロック,8.623,2014-08-01,Space Pirate Captain Harlock,6.5,596,11,"Dec 31, 2013",Space Pirate Captain Harlock,30000000.0,0.0,310985.0,-29689015,1.0366166666666665
