,original_title,genres,averagerating,numvotes,main_genre,subgenre_1,subgenre_2,primary_name,primary_profession,id,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_date
1769,Zootopia,"Adventure,Animation,Comedy",8.0,383446,Adventure,Animation,Comedy,Jared Bush,"writer,miscellaneous,producer",57,Zootopia,150000000.0,341268248.0,1019429616.0,869429616,679.6197440000001,2016-03-04
1770,Greater,"Biography,Family,Sport",7.2,3438,Biography,Family,Sport,David L. Hunt,"producer,director,writer",4,Greater,9000000.0,2000093.0,2000093.0,-6999907,22.223255555555554,2016-08-26
1771,Happy Christmas,"Comedy,Drama",5.5,7217,Comedy,Drama,,Joe Swanberg,"writer,actor,producer",4,Happy Christmas,70000.0,30312.0,30312.0,-39688,43.30285714285714,2014-06-26
1772,Hot Pursuit,"Action,Comedy,Crime",5.1,44723,Action,Comedy,Crime,Anne Fletcher,"miscellaneous,actress,director",79,Hot Pursuit,35000000.0,34580201.0,45671512.0,10671512,130.49003428571427,2015-05-08
1773,Drive Hard,"Action,Comedy,Crime",4.4,3907,Action,Comedy,Crime,Brian Trenchard-Smith,"director,writer,producer",54,Drive Hard,12000000.0,0.0,0.0,-12000000,0.0,2014-10-03
1774,Dolphin Tale 2,"Drama,Family",6.4,7579,Drama,Family,,Charles Martin Smith,"actor,director,writer",12,Dolphin Tale 2,36000000.0,42024533.0,57824533.0,21824533,160.62370277777777,2014-09-12
1775,The Water Diviner,"Drama,History,War",7.1,66595,Drama,History,War,Russell Crowe,"actor,soundtrack,producer",4,The Water Diviner,22500000.0,4200117.0,31054727.0,8554727,138.02100888888887,2015-04-24
1776,Coming Home,"Documentary,Drama",6.9,15,Documentary,Drama,,Viko Nikci,"actor,writer,producer",72,Coming Home,3000000.0,32653000.0,32653000.0,29653000,1088.4333333333334,2014-10-10
1777,Coming Home,Drama,6.0,9,Drama,,,W. Layne Mcdonald,"editor,director,cinematographer",72,Coming Home,3000000.0,32653000.0,32653000.0,29653000,1088.4333333333334,2014-10-10
1778,Arrowhead,"Action,Adventure,Sci-Fi",4.5,1843,Action,Adventure,Sci-Fi,Jesse O'Brien,"director,visual_effects,producer",46,Arrowhead,180000.0,0.0,0.0,-180000,0.0,2017-06-23
1780,The Lego Ninjago Movie,"Action,Adventure,Animation",6.0,18926,Action,Adventure,Animation,Bob Logan,"animation_department,art_department,writer",20,The Lego Ninjago Movie,70000000.0,59281555.0,122737201.0,52737201,175.33885857142857,2017-09-22
1781,Criminal,"Action,Crime,Drama",6.3,51666,Action,Crime,Drama,Ariel Vromen,"director,producer,writer",21,Criminal,31500000.0,14708696.0,38771262.0,7271262,123.08337142857143,2016-04-15
1782,Stonewall,"Drama,History",5.1,3011,Drama,History,,Roland Emmerich,"writer,producer,director",49,Stonewall,2000000.0,304602.0,304602.0,-1695398,15.230099999999998,2015-09-25
1783,Diane,"Crime,Drama,Horror",4.6,127,Crime,Drama,Horror,Michael Mongillo,"producer,writer,director",98,Diane,2660000.0,0.0,0.0,-2660000,0.0,2018-04-22
1784,Diane,Drama,6.5,389,Drama,,,Kent Jones,"writer,director,miscellaneous",98,Diane,2660000.0,0.0,0.0,-2660000,0.0,2018-04-22
1785,The Journey,"Adventure,Drama,Mystery",7.9,42,Adventure,Drama,Mystery,Lance Nielsen,"producer,director,writer",59,The Journey,500000.0,19800.0,19800.0,-480200,3.9600000000000004,2017-06-16
1786,The Journey,"Comedy,Drama,Family",7.5,545,Comedy,Drama,Family,Keng Guan Chiu,"director,producer",59,The Journey,500000.0,19800.0,19800.0,-480200,3.9600000000000004,2017-06-16
1787,The Journey,Drama,6.6,1063,Drama,,,Nick Hamm,"producer,director,executive",59,The Journey,500000.0,19800.0,19800.0,-480200,3.9600000000000004,2017-06-16
1788,The Journey,"Drama,Thriller",6.3,124,Drama,Thriller,,Mohamed Al Daradji,"producer,director,writer",59,The Journey,500000.0,19800.0,19800.0,-480200,3.9600000000000004,2017-06-16
1789,The Vatican Exorcisms,Horror,2.5,413,Horror,,,Joe Marino,"actor,director",8,The Vatican Exorcisms,1100000.0,0.0,0.0,-1100000,0.0,2013-05-29
1790,Mortdecai,"Action,Comedy,Crime",5.5,61366,Action,Comedy,Crime,David Koepp,"writer,miscellaneous,director",48,Mortdecai,60000000.0,7696134.0,30396134.0,-29603866,50.660223333333334,2015-01-23
1791,Inferno,"Action,Adventure,Crime",6.2,138978,Action,Adventure,Crime,Ron Howard,"actor,producer,director",64,Inferno,75000000.0,34343574.0,219519367.0,144519367,292.6924893333333,2016-10-28
1793,Inferno,Drama,6.3,183,Drama,,,Vinko Moderndorfer,"writer,director,producer",64,Inferno,75000000.0,34343574.0,219519367.0,144519367,292.6924893333333,2016-10-28
1795,Hardcore Henry,"Action,Adventure,Sci-Fi",6.7,78226,Action,Adventure,Sci-Fi,Ilya Naishuller,"director,writer,producer",100,Hardcore Henry,2000000.0,9252038.0,17187434.0,15187434,859.3717,2016-04-06
1796,Suffragette,"Biography,Drama,History",6.9,34306,Biography,Drama,History,Sarah Gavron,director,16,Suffragette,14000000.0,4702420.0,34044909.0,20044909,243.1779214285714,2015-10-23
1797,Monster Trucks,"Action,Adventure,Comedy",5.7,13525,Action,Adventure,Comedy,Chris Wedge,"actor,producer,director",81,Monster Trucks,125000000.0,33370166.0,61642798.0,-63357202,49.3142384,2017-01-13
1798,The Hammer,"Action,Adventure,Documentary",6.5,13,Action,Adventure,Documentary,Scott Hornsby,"producer,director,writer",50,The Hammer,850000.0,442638.0,442638.0,-407362,52.07505882352941,2010-10-26
1799,Tusk,"Comedy,Drama,Horror",5.3,40827,Comedy,Drama,Horror,Kevin Smith,"producer,writer,actor",28,Tusk,3000000.0,1821983.0,1887554.0,-1112446,62.91846666666666,2014-09-19
1800,The Masked Saint,"Action,Biography,Crime",4.6,559,Action,Biography,Crime,Warren P. Sonoda,"director,editor,writer",19,The Masked Saint,3500000.0,182695.0,182695.0,-3317305,5.219857142857142,2016-01-08
1801,Crazy Rich Asians,"Comedy,Romance",7.0,96617,Comedy,Romance,,Jon M. Chu,"producer,writer,director",38,Crazy Rich Asians,30000000.0,174532921.0,238099711.0,208099711,793.6657033333333,2018-08-15
1802,Road Hard,Comedy,6.1,1681,Comedy,,,Adam Carolla,"writer,producer,actor",2,Road Hard,1500000.0,113169.0,113169.0,-1386831,7.5446,2015-03-06
1803,Now You See Me 2,"Action,Adventure,Comedy",6.5,216219,Action,Adventure,Comedy,Jon M. Chu,"producer,writer,director",66,Now You See Me 2,90000000.0,65075540.0,328325007.0,238325007,364.80556333333334,2016-06-10
1804,8 Days,"Drama,Thriller",5.0,102,Drama,Thriller,,Jaco Booyens,"producer,director,actor",48,8 Days,2500000.0,0.0,0.0,-2500000,0.0,2014-06-15
1805,Unsullied,"Action,Horror,Thriller",4.3,278,Action,Horror,Thriller,Simeon Rice,"producer,actor,writer",87,Unsullied,1500000.0,510957.0,510957.0,-989043,34.0638,2015-08-28
1806,Hits,"Comedy,Drama",5.8,1706,Comedy,Drama,,David Cross,"actor,writer,producer",88,Hits,1000000.0,15156.0,15156.0,-984844,1.5155999999999998,2014-01-21
1807,Lucky Dog,Family,5.4,49,Family,,,Michael Feifer,"producer,director,writer",92,Lucky Dog,2000000.0,0.0,0.0,-2000000,0.0,2014-01-01
1808,Trainwreck,"Comedy,Drama,Romance",6.2,121860,Comedy,Drama,Romance,Judd Apatow,"producer,writer,director",36,Trainwreck,35000000.0,110212700.0,141123897.0,106123897,403.2111342857143,2015-07-17
1809,Room,"Drama,Thriller",8.2,316791,Drama,Thriller,,Lenny Abrahamson,"director,producer,writer",80,Room,13000000.0,14677674.0,36262783.0,23262783,278.9444846153846,2015-10-16
1811,The Boy Next Door,"Horror,Thriller",4.7,34816,Horror,Thriller,,Rob Cohen,"producer,director,actor",81,The Boy Next Door,4000000.0,36006065.0,53401938.0,49401938,1335.04845,2015-01-23
1812,Bitter Harvest,"Drama,Romance,War",6.1,3057,Drama,Romance,War,George Mendeluk,"director,writer,producer",80,Bitter Harvest,21000000.0,557241.0,606162.0,-20393838,2.8864857142857145,2017-02-24
1813,Barbecue,Comedy,6.1,2301,Comedy,,,Eric Lavaine,"writer,director,art_director",32,Barbecue,10000000.0,388.0,247565.0,-9752435,2.47565,2014-09-14
1815,Barbecue,Documentary,6.5,356,Documentary,,,Matthew Salleh,"cinematographer,editor,director",32,Barbecue,10000000.0,388.0,247565.0,-9752435,2.47565,2014-09-14
1817,I Am Wrath,"Action,Crime,Drama",5.4,11198,Action,Crime,Drama,Chuck Russell,"director,producer,writer",50,I Am Wrath,18000000.0,0.0,309608.0,-17690392,1.7200444444444445,2016-05-13
1818,Dreamcatcher,"Crime,Documentary,Drama",7.1,395,Crime,Documentary,Drama,Kim Longinotto,"director,cinematographer,producer",59,Dreamcatcher,68000000.0,33685268.0,75685268.0,7685268,111.30186470588235,2015-03-27
1820,Incarnate,"Horror,Thriller",5.3,10217,Horror,Thriller,,Brad Peyton,"producer,writer,director",39,Incarnate,5000000.0,4799774.0,9371036.0,4371036,187.42072000000002,2016-12-02
1821,It Follows,"Horror,Mystery",6.9,182839,Horror,Mystery,,David Robert Mitchell,"writer,director,producer",94,It Follows,2000000.0,14674077.0,23250755.0,21250755,1162.5377500000002,2015-03-27
1823,The Bounce Back,"Comedy,Romance",5.0,492,Comedy,Romance,,Youssef Delara,"visual_effects,editor,director",39,The Bounce Back,3000000.0,321910.0,421404.0,-2578596,14.046800000000001,2016-02-26
1824,The Watcher,Drama,7.8,8,Drama,,,Christopher Oh,"producer,camera_department,director",77,The Watcher,33000000.0,28946615.0,47267829.0,14267829,143.23584545454545,2016-10-01
1825,The Watcher,"Horror,Thriller",5.4,2720,Horror,Thriller,,Ryan Rothmaier,"editor,producer,editorial_department",77,The Watcher,33000000.0,28946615.0,47267829.0,14267829,143.23584545454545,2016-10-01
1826,The Watcher,"Horror,Mystery,Thriller",4.4,554,Horror,Mystery,Thriller,Scott Jeffrey,"producer,production_manager,writer",77,The Watcher,33000000.0,28946615.0,47267829.0,14267829,143.23584545454545,2016-10-01
1827,Brotherly Love,Drama,6.7,1587,Drama,,,Jamal Hill,"director,writer,producer",8,Brotherly Love,1900000.0,478595.0,478595.0,-1421405,25.18921052631579,2015-04-24
1828,Brotherly Love,Drama,5.8,48,Drama,,,Anthony J. Caruso,"actor,producer,director",8,Brotherly Love,1900000.0,478595.0,478595.0,-1421405,25.18921052631579,2015-04-24
1829,Sully,"Biography,Drama",7.5,202718,Biography,Drama,,Clint Eastwood,"actor,producer,director",50,Sully,60000000.0,125070033.0,238524556.0,178524556,397.5409266666667,2016-09-09
1830,Heist,"Action,Crime,Thriller",6.1,24740,Action,Crime,Thriller,Scott Mann,"director,producer,assistant_director",4,Heist,35000000.0,23483357.0,28906817.0,-6093183,82.59090571428571,2010-02-09
1832,Heist,Action,6.4,5,Action,,,K.W. Jones,"writer,director,cinematographer",4,Heist,35000000.0,23483357.0,28906817.0,-6093183,82.59090571428571,2010-02-09
1834,Creative Control,"Drama,Sci-Fi",5.4,1951,Drama,Sci-Fi,,Benjamin Dickinson,"director,writer,actor",82,Creative Control,1000000.0,63014.0,63014.0,-936986,6.3014,2016-03-11
1836,Simon,Thriller,4.8,47,Thriller,,,Warren Badenski,"camera_department,editor,writer",43,Simon,1300000.0,4055.0,1738663.0,438663,133.7433076923077,2017-02-01
1837,The Covenant,Musical,6.2,5,Musical,,,Robert Muren,"director,writer,composer",83,The Covenant,20000000.0,23364784.0,38164784.0,18164784,190.82392,2017-02-07
1838,The Covenant,Horror,5.2,1359,Horror,,,Robert Conway,"writer,producer,director",83,The Covenant,20000000.0,23364784.0,38164784.0,18164784,190.82392,2017-02-07
1839,London Has Fallen,"Action,Thriller",5.9,124757,Action,Thriller,,Babak Najafi,"director,writer,editor",80,London Has Fallen,60000000.0,62524260.0,195194085.0,135194085,325.323475,2016-03-04
1840,Stung,"Action,Adventure,Comedy",5.1,4257,Action,Adventure,Comedy,Benni Diez,"visual_effects,director,writer",46,Stung,2500000.0,0.0,0.0,-2500000,0.0,2015-07-03
1841,Jackpot,"Comedy,Thriller",2.1,647,Comedy,Thriller,,Kaizad Gustad,"director,writer,miscellaneous",17,Jackpot,400000.0,44452.0,44452.0,-355548,11.113000000000001,2012-07-14
1843,Jackpot,"Comedy,Romance",7.8,18,Comedy,Romance,,Shoaib Khan,"director,actor,art_director",17,Jackpot,400000.0,44452.0,44452.0,-355548,11.113000000000001,2012-07-14
1845,Vessel,"Adventure,Biography,Documentary",7.5,194,Adventure,Biography,Documentary,Diana Whitten,"production_designer,director,cinematographer",71,Vessel,800000.0,0.0,0.0,-800000,0.0,2012-10-28
1847,American Ultra,"Action,Comedy,Sci-Fi",6.1,76769,Action,Comedy,Sci-Fi,Nima Nourizadeh,"director,editor",72,American Ultra,28000000.0,14439985.0,30295028.0,2295028,108.19652857142856,2015-08-21
1848,Still Alice,Drama,7.5,116832,Drama,,,Wash Westmoreland,"director,writer,assistant_director",92,Still Alice,5000000.0,18656400.0,41699612.0,36699612,833.99224,2014-12-05
1849,Emma,Thriller,4.7,133,Thriller,,,Vladimir V. Feyer,"writer,director,producer",97,Emma,5900000.0,22231658.0,37831658.0,31931658,641.2145423728814,2014-11-24
1852,Emma,Drama,5.0,10,Drama,,,Juan Pablo Martínez,"producer,director,writer",97,Emma,5900000.0,22231658.0,37831658.0,31931658,641.2145423728814,2014-11-24
1855,Regression,"Crime,Horror,Mystery",5.7,33335,Crime,Horror,Mystery,Alejandro Amenábar,"writer,director,composer",6,Regression,20000000.0,55039.0,15824374.0,-4175626,79.12187,2016-02-05
1856,Annabelle,"Horror,Mystery,Thriller",5.4,122039,Horror,Mystery,Thriller,John R. Leonetti,"cinematographer,camera_department,director",84,Annabelle,6500000.0,84273813.0,256862920.0,250362920,3951.7372307692303,2014-10-03
1857,Mother,"Documentary,Drama,Fantasy",7.8,9,Documentary,Drama,Fantasy,Vorakorn Ruetaivanichkul,"director,writer,cinematographer",59,Mother,30000000.0,17800004.0,42531076.0,12531076,141.77025333333333,2013-02-05
1861,Mother,"Drama,Horror,Mystery",6.6,156813,Drama,Horror,Mystery,Darren Aronofsky,"producer,director,writer",59,Mother,30000000.0,17800004.0,42531076.0,12531076,141.77025333333333,2013-02-05
1865,Mother,Drama,7.3,47,Drama,,,Yoshinori Satô,"director,writer,editor",59,Mother,30000000.0,17800004.0,42531076.0,12531076,141.77025333333333,2013-02-05
1869,Pan,"Adventure,Comedy,Family",5.8,55867,Adventure,Comedy,Family,Joe Wright,"director,producer,actor",93,Pan,150000000.0,35088320.0,151525973.0,1525973,101.01731533333333,2015-10-09
1870,Antibirth,Horror,4.9,2759,Horror,,,Danny Perez,"director,writer,editor",49,Antibirth,2500000.0,0.0,0.0,-2500000,0.0,2016-09-02
1871,The Veil,"Action,Adventure,Sci-Fi",3.5,1236,Action,Adventure,Sci-Fi,Brent Ryan Green,"producer,director,camera_department",64,The Veil,4000000.0,0.0,0.0,-4000000,0.0,2016-02-02
1873,The Veil,Horror,4.8,6895,Horror,,,Phil Joanou,"director,assistant_director,camera_department",64,The Veil,4000000.0,0.0,0.0,-4000000,0.0,2016-02-02
1875,Zipper,"Drama,Thriller",5.8,6120,Drama,Thriller,,Mora Stephens,"writer,producer,director",57,Zipper,4500000.0,0.0,0.0,-4500000,0.0,2015-08-28
1876,Jigsaw,"Crime,Horror,Mystery",5.8,57184,Crime,Horror,Mystery,Michael Spierig,"director,writer,visual_effects",61,Jigsaw,10000000.0,38052832.0,102445196.0,92445196,1024.45196,2017-10-27
1877,Compadres,"Action,Comedy,Crime",4.7,876,Action,Comedy,Crime,Enrique Begné,"director,writer,editor",21,Compadres,3000000.0,3127773.0,7445044.0,4445044,248.16813333333334,2016-04-22
1878,Legend,Horror,3.5,303,Horror,,,John Michael Elfers,"writer,director,producer",63,Legend,25000000.0,15502112.0,23506237.0,-1493763,94.024948,2015-11-20
1880,Legend,"Action,Drama",6.5,1568,Action,Drama,,Boyapati Srinu,"writer,director,assistant_director",63,Legend,25000000.0,15502112.0,23506237.0,-1493763,94.024948,2015-11-20
1882,Legend,"Biography,Crime,Drama",7.0,138947,Biography,Crime,Drama,Brian Helgeland,"writer,director,producer",63,Legend,25000000.0,15502112.0,23506237.0,-1493763,94.024948,2015-11-20
1884,Sicario,"Action,Crime,Drama",7.6,328548,Action,Crime,Drama,Denis Villeneuve,"director,writer,editor",100,Sicario,30000000.0,46889293.0,84393749.0,54393749,281.3124966666666,2015-09-18
1886,Fist Fight,Comedy,5.6,35136,Comedy,,,Richie Keen,"director,actor,producer",29,Fist Fight,25000000.0,32187017.0,40286416.0,15286416,161.145664,2017-02-17
1887,Chemical Cut,Drama,5.4,111,Drama,,,Marjorie Conrad,"director,actress,writer",25,Chemical Cut,1000000.0,0.0,0.0,-1000000,0.0,2016-01-24
1888,Ferdinand,"Adventure,Animation,Comedy",6.7,40229,Adventure,Animation,Comedy,Carlos Saldanha,"director,producer,actor",14,Ferdinand,111000000.0,84410380.0,289847930.0,178847930,261.12426126126127,2017-12-15
1890,A Monster Calls,"Animation,Drama,Fantasy",7.5,70416,Animation,Drama,Fantasy,J.A. Bayona,"director,writer,actor",41,A Monster Calls,43000000.0,3740823.0,46414530.0,3414530,107.94076744186047,2016-12-23
1892,Horse Camp,Family,6.7,82,Family,,,Joel Paul Reisig,"producer,actor,director",100,Horse Camp,250000.0,0.0,0.0,-250000,0.0,2015-01-10
1894,Happiness,"Documentary,Drama,Family",7.1,270,Documentary,Drama,Family,Thomas Balmès,"director,producer,cinematographer",26,Happiness,3000000.0,2746453.0,5746453.0,2746453,191.54843333333332,2014-01-17
1895,Happiness,Drama,6.3,57,Drama,,,Sabu,"actor,director,writer",26,Happiness,3000000.0,2746453.0,5746453.0,2746453,191.54843333333332,2014-01-17
1896,The Hateful Eight,"Crime,Drama,Mystery",7.8,434966,Crime,Drama,Mystery,Quentin Tarantino,"writer,actor,producer",33,The Hateful Eight,62000000.0,54117416.0,147864886.0,85864886,238.49175161290322,2015-12-25
1898,The Lobster,"Comedy,Drama,Romance",7.1,182622,Comedy,Drama,Romance,Yorgos Lanthimos,"director,writer,producer",32,The Lobster,4500000.0,9196278.0,18019834.0,13519834,400.4407555555556,2016-05-13
1900,Despicable Me 3,"Adventure,Animation,Comedy",6.3,92580,Adventure,Animation,Comedy,Kyle Balda,"director,animation_department,visual_effects",30,Despicable Me 3,75000000.0,264624300.0,1034727750.0,959727750,1379.637,2017-06-30
1901,Sing,"Animation,Comedy,Family",7.1,115951,Animation,Comedy,Family,Garth Jennings,"director,actor,writer",29,Sing,75000000.0,270329045.0,634454789.0,559454789,845.9397186666667,2016-12-21
1903,Vice,"Action,Adventure,Sci-Fi",4.2,14436,Action,Adventure,Sci-Fi,Brian A. Miller,"director,actor,writer",100,Vice,60000000.0,47836282.0,70883171.0,10883171,118.13861833333333,2015-01-16
1905,Vice,"Biography,Comedy,Drama",7.2,72855,Biography,Comedy,Drama,Adam Mckay,"producer,writer,director",100,Vice,60000000.0,47836282.0,70883171.0,10883171,118.13861833333333,2015-01-16
1907,Housebound,"Comedy,Horror,Mystery",6.8,29757,Comedy,Horror,Mystery,Gerard Johnstone,"writer,director,editor",7,Housebound,1500000.0,0.0,236863.0,-1263137,15.790866666666666,2014-10-17
1908,Close Range,"Action,Crime",5.0,3974,Action,Crime,,Isaac Florentine,"director,stunts,assistant_director",74,Close Range,3000000.0,0.0,0.0,-3000000,0.0,2015-12-11
1909,The Disaster Artist,"Biography,Comedy,Drama",7.4,111737,Biography,Comedy,Drama,James Franco,"actor,producer,director",100,The Disaster Artist,10000000.0,21120616.0,28717667.0,18717667,287.17667,2017-12-01
1911,Moana,"Adventure,Animation,Comedy",7.6,224253,Adventure,Animation,Comedy,Ron Clements,"writer,director,miscellaneous",62,Moana,150000000.0,248757044.0,637517365.0,487517365,425.0115766666666,2015-11-13
1914,The Night Before,"Adventure,Comedy,Fantasy",6.4,58455,Adventure,Comedy,Fantasy,Jonathan Levine,"writer,director,producer",6,The Night Before,25000000.0,43035725.0,52427346.0,27427346,209.709384,2015-11-20
1916,The Night Before,Horror,4.7,150,Horror,,,Brett Bentman,"writer,director,producer",6,The Night Before,25000000.0,43035725.0,52427346.0,27427346,209.709384,2015-11-20
1918,Waiting,"Documentary,Drama",7.7,9,Documentary,Drama,,Cristian Piazza,"director,writer,cinematographer",91,Waiting,1125000.0,16124543.0,18673274.0,17548274,1659.8465777777778,2012-10-31
1919,Waiting,Drama,7.2,1439,Drama,,,Anu Menon,"writer,director",91,Waiting,1125000.0,16124543.0,18673274.0,17548274,1659.8465777777778,2012-10-31
1921,American Made,"Action,Biography,Comedy",7.2,131043,Action,Biography,Comedy,Doug Liman,"producer,director,miscellaneous",32,American Made,50000000.0,51342000.0,135569212.0,85569212,271.138424,2017-09-29
1923,Unnatural,"Action,Horror,Sci-Fi",4.0,1590,Action,Horror,Sci-Fi,Hank Braxtan,"producer,director,writer",73,Unnatural,3000000.0,0.0,0.0,-3000000,0.0,2015-10-16
1924,Whiskey Tango Foxtrot,"Biography,Comedy,Drama",6.6,46265,Biography,Comedy,Drama,John Requa,"producer,writer,director",6,Whiskey Tango Foxtrot,35000000.0,23083334.0,25350747.0,-9649253,72.43070571428572,2016-03-04
1925,Girls Trip,"Comedy,Drama",6.2,29321,Comedy,Drama,,Malcolm D. Lee,"director,producer,writer",36,Girls Trip,28000000.0,115108515.0,140886353.0,112886353,503.1655464285715,2017-07-21
1926,Not Cool,"Comedy,Drama,Romance",4.5,5089,Comedy,Drama,Romance,Shane Dawson,"actor,writer,director",69,Not Cool,800000.0,35688.0,35688.0,-764312,4.460999999999999,2014-09-23
1927,Perfect Cowboy,Drama,5.9,37,Drama,,,Ken Roht,"actor,director,writer",41,Perfect Cowboy,200000.0,0.0,0.0,-200000,0.0,2014-07-13
1928,Steel,"Drama,Mystery,Romance",5.5,537,Drama,Mystery,Romance,Sven J. Matten,"producer,director,writer",73,Steel,16000000.0,1686429.0,1686429.0,-14313571,10.54018125,2015-11-17
1929,Knock Knock,"Drama,Thriller",4.9,68328,Drama,Thriller,,Eli Roth,"producer,actor,writer",62,Knock Knock,2000000.0,36336.0,6328516.0,4328516,316.4258,2015-10-09
1930,Knock Knock,Horror,6.0,10,Horror,,,Tobias Canto Jr.,"writer,sound_department,director",62,Knock Knock,2000000.0,36336.0,6328516.0,4328516,316.4258,2015-10-09
1931,Cars 3,"Adventure,Animation,Comedy",6.8,59408,Adventure,Animation,Comedy,Brian Fee,"art_department,animation_department,actor",5,Cars 3,175000000.0,152901115.0,383541369.0,208541369,219.16649657142858,2017-06-16
1932,Incredibles 2,"Action,Adventure,Animation",7.7,203510,Action,Adventure,Animation,Brad Bird,"miscellaneous,writer,director",44,Incredibles 2,200000000.0,608581744.0,1242520711.0,1042520711,621.2603555000001,2018-06-15
1933,A Street Cat Named Bob,"Biography,Comedy,Drama",7.4,23204,Biography,Comedy,Drama,Roger Spottiswoode,"director,producer,editor",31,A Street Cat Named Bob,8000000.0,82703.0,17382693.0,9382693,217.2836625,2016-11-18
1935,Mommy,Drama,8.1,43020,Drama,,,Xavier Dolan,"actor,writer,director",1,Mommy,4900000.0,3498695.0,17536004.0,12636004,357.87763265306126,2014-08-29
1936,Paper Towns,"Comedy,Drama,Mystery",6.3,87742,Comedy,Drama,Mystery,Jake Schreier,"director,producer,actor",68,Paper Towns,12000000.0,32000304.0,85450484.0,73450484,712.0873666666666,2015-07-24
1937,Allied,"Action,Drama,Romance",7.1,125741,Action,Drama,Romance,Robert Zemeckis,"producer,writer,director",47,Allied,106000000.0,40098064.0,119266661.0,13266661,112.5157179245283,2016-11-23
1939,Misconduct,"Crime,Drama,Mystery",5.3,13550,Crime,Drama,Mystery,Shintaro Shimosawa,"producer,writer,miscellaneous",15,Misconduct,11000000.0,0.0,2352511.0,-8647489,21.386463636363636,2016-02-05
1940,The Martian,"Adventure,Drama,Sci-Fi",8.0,680116,Adventure,Drama,Sci-Fi,Ridley Scott,"producer,director,production_designer",46,The Martian,108000000.0,228433663.0,655271443.0,547271443,606.7328175925926,2015-10-02
1942,Criminal Activities,"Crime,Drama,Thriller",5.8,7739,Crime,Drama,Thriller,Jackie Earle Haley,"actor,director,writer",67,Criminal Activities,7000000.0,0.0,386744.0,-6613256,5.524914285714286,2015-11-20
1944,Unfriended,"Horror,Mystery,Thriller",5.6,62043,Horror,Mystery,Thriller,Levan Gabriadze,"director,actor,camera_department",14,Unfriended,1000000.0,32789645.0,64364198.0,63364198,6436.419800000001,2015-04-17
1945,Power Rangers,"Action,Adventure,Sci-Fi",6.0,92013,Action,Adventure,Sci-Fi,Dean Israelite,"director,writer,miscellaneous",94,Power Rangers,120000000.0,85364450.0,142531552.0,22531552,118.77629333333333,2017-03-24
1946,American Honey,"Adventure,Drama,Romance",7.0,31663,Adventure,Drama,Romance,Andrea Arnold,"actress,writer,director",15,American Honey,3500000.0,663247.0,2611750.0,-888250,74.62142857142857,2016-09-30
1947,Lion,"Biography,Drama",8.1,181601,Biography,Drama,,Garth Davis,"director,cinematographer",60,Lion,12000000.0,51739495.0,149570720.0,137570720,1246.4226666666666,2016-11-25
1949,Lion,"Action,Drama,Romance",3.6,282,Action,Drama,Romance,Satya Deva,"director,writer",60,Lion,12000000.0,51739495.0,149570720.0,137570720,1246.4226666666666,2016-11-25
1951,My Big Fat Greek Wedding 2,"Comedy,Romance",6.0,25933,Comedy,Romance,,Kirk Jones,"director,writer,soundtrack",77,My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0,74096558,511.6475444444444,2016-03-25
1952,Zoom,"Animation,Comedy,Drama",6.1,2323,Animation,Comedy,Drama,Pedro Morelli,"director,writer,miscellaneous",26,Zoom,35000000.0,11989328.0,12506188.0,-22493812,35.731965714285714,2016-09-02
1953,Zoom,"Comedy,Drama,Romance",7.2,85,Comedy,Drama,Romance,Prashanth Raj,"writer,director",26,Zoom,35000000.0,11989328.0,12506188.0,-22493812,35.731965714285714,2016-09-02
1954,The Equalizer 2,"Action,Crime,Thriller",6.7,97963,Action,Crime,Thriller,Antoine Fuqua,"director,producer,actor",21,The Equalizer 2,77000000.0,102084362.0,190453132.0,113453132,247.34172987012988,2018-07-20
1955,Snowden,"Biography,Drama,Thriller",7.3,119149,Biography,Drama,Thriller,Oliver Stone,"director,producer,writer",79,Snowden,50000000.0,21587519.0,35380918.0,-14619082,70.761836,2016-09-16
1956,La La Land,"Comedy,Drama,Music",8.0,436070,Comedy,Drama,Music,Damien Chazelle,"producer,writer,director",92,La La Land,20000000.0,151101803.0,426351163.0,406351163,2131.755815,2016-12-09
1958,We Are Your Friends,"Drama,Music,Romance",6.2,32327,Drama,Music,Romance,Max Joseph,"writer,director,editor",20,We Are Your Friends,2000000.0,3591417.0,10153415.0,8153415,507.67075000000006,2015-08-28
1959,The Nice Guys,"Action,Comedy,Crime",7.4,240337,Action,Comedy,Crime,Shane Black,"writer,actor,director",56,The Nice Guys,50000000.0,36261763.0,59596747.0,9596747,119.19349400000002,2016-05-20
1960,Brothers,"Action,Drama,Sport",6.7,10689,Action,Drama,Sport,Karan Malhotra,"assistant_director,director,writer",41,Brothers,26000000.0,28544157.0,45043870.0,19043870,173.24565384615386,2014-01-01
1962,Brothers,"Action,Drama,War",5.2,8,Action,Drama,War,Kiefer Liu,"director,producer,writer",41,Brothers,26000000.0,28544157.0,45043870.0,19043870,173.24565384615386,2014-01-01
1964,Cop Car,"Crime,Thriller",6.3,27081,Crime,Thriller,,Jon Watts,"director,producer,writer",71,Cop Car,5000000.0,134552.0,143658.0,-4856342,2.87316,2015-08-07
