,original_title,runtime_minutes,genres,averagerating,numvotes,main_genre,subgenre_1,subgenre_2,primary_name,primary_profession,id,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_date_x
1684,The Boy Next Door,91.0,"Horror,Thriller",4.7,34816,Horror,Thriller,,Rob Cohen,"producer,director,actor",81,The Boy Next Door,4000000.0,36006065.0,53401938.0,49401938,1335.04845,2015-01-23
1685,Bitter Harvest,103.0,"Drama,Romance,War",6.1,3057,Drama,Romance,War,George Mendeluk,"director,writer,producer",80,Bitter Harvest,21000000.0,557241.0,606162.0,-20393838,2.8864857142857145,2017-02-24
1686,Fantastic Beasts And Where To Find Them,132.0,"Adventure,Family,Fantasy",7.3,365353,Adventure,Family,Fantasy,David Yates,"director,producer,writer",85,Fantastic Beasts And Where To Find Them,180000000.0,234037575.0,802402853.0,622402853,445.7793627777778,2016-11-18
1687,Barbecue,98.0,Comedy,6.1,2301,Comedy,,,Eric Lavaine,"writer,director,art_director",32,Barbecue,10000000.0,388.0,247565.0,-9752435,2.47565,2014-09-14
1691,I Am Wrath,92.0,"Action,Crime,Drama",5.4,11198,Action,Crime,Drama,Chuck Russell,"director,producer,writer",50,I Am Wrath,18000000.0,0.0,309608.0,-17690392,1.7200444444444445,2016-05-13
1692,Incarnate,91.0,"Horror,Thriller",5.3,10217,Horror,Thriller,,Brad Peyton,"producer,writer,director",39,Incarnate,5000000.0,4799774.0,9371036.0,4371036,187.42072000000002,2016-12-02
1693,It Follows,100.0,"Horror,Mystery",6.9,182839,Horror,Mystery,,David Robert Mitchell,"writer,director,producer",94,It Follows,2000000.0,14674077.0,23250755.0,21250755,1162.5377500000002,2015-03-27
1694,The Bounce Back,104.0,"Comedy,Romance",5.0,492,Comedy,Romance,,Youssef Delara,"visual_effects,editor,director",39,The Bounce Back,3000000.0,321910.0,421404.0,-2578596,14.046800000000001,2016-02-26
1695,The Watcher,45.0,Drama,7.8,8,Drama,,,Christopher Oh,"producer,camera_department,director",77,The Watcher,33000000.0,28946615.0,47267829.0,14267829,143.23584545454545,2016-10-01
1698,Brotherly Love,89.0,Drama,6.7,1587,Drama,,,Jamal Hill,"director,writer,producer",8,Brotherly Love,1900000.0,478595.0,478595.0,-1421405,25.18921052631579,2015-04-24
1700,Sully,96.0,"Biography,Drama",7.5,202718,Biography,Drama,,Clint Eastwood,"actor,producer,director",50,Sully,60000000.0,125070033.0,238524556.0,178524556,397.5409266666667,2016-09-09
1701,Heist,93.0,"Action,Crime,Thriller",6.1,24740,Action,Crime,Thriller,Scott Mann,"director,producer,assistant_director",4,Heist,35000000.0,23483357.0,28906817.0,-6093183,82.59090571428571,2015-11-13
1703,Creative Control,97.0,"Drama,Sci-Fi",5.4,1951,Drama,Sci-Fi,,Benjamin Dickinson,"director,writer,actor",82,Creative Control,1000000.0,63014.0,63014.0,-936986,6.3014,2016-03-11
1704,Welcome To Marwen,116.0,"Biography,Comedy,Drama",6.1,8920,Biography,Comedy,Drama,Robert Zemeckis,"producer,writer,director",18,Welcome To Marwen,45000000.0,10763520.0,12874922.0,-32125078,28.610937777777778,2018-12-21
1705,The Covenant,99.0,Musical,6.2,5,Musical,,,Robert Muren,"director,writer,composer",83,The Covenant,20000000.0,23364784.0,38164784.0,18164784,190.82392,2017-02-07
1707,London Has Fallen,99.0,"Action,Thriller",5.9,124757,Action,Thriller,,Babak Najafi,"director,writer,editor",80,London Has Fallen,60000000.0,62524260.0,195194085.0,135194085,325.323475,2016-03-04
1708,Stung,87.0,"Action,Adventure,Comedy",5.1,4257,Action,Adventure,Comedy,Benni Diez,"visual_effects,director,writer",46,Stung,2500000.0,0.0,0.0,-2500000,0.0,2015-07-03
1709,Jackpot,132.0,"Comedy,Thriller",2.1,647,Comedy,Thriller,,Kaizad Gustad,"director,writer,miscellaneous",17,Jackpot,400000.0,44452.0,44452.0,-355548,11.113000000000001,2014-06-27
1711,Vessel,90.0,"Adventure,Biography,Documentary",7.5,194,Adventure,Biography,Documentary,Diana Whitten,"production_designer,director,cinematographer",71,Vessel,800000.0,0.0,0.0,-800000,0.0,2012-10-28
1712,American Ultra,96.0,"Action,Comedy,Sci-Fi",6.1,76769,Action,Comedy,Sci-Fi,Nima Nourizadeh,"director,editor",72,American Ultra,28000000.0,14439985.0,30295028.0,2295028,108.19652857142856,2015-08-21
1713,Still Alice,101.0,Drama,7.5,116832,Drama,,,Wash Westmoreland,"director,writer,assistant_director",92,Still Alice,5000000.0,18656400.0,41699612.0,36699612,833.99224,2014-12-05
1714,Regression,106.0,"Crime,Horror,Mystery",5.7,33335,Crime,Horror,Mystery,Alejandro Amenábar,"writer,director,composer",6,Regression,20000000.0,55039.0,15824374.0,-4175626,79.12187,2016-02-05
1715,Annabelle,99.0,"Horror,Mystery,Thriller",5.4,122039,Horror,Mystery,Thriller,John R. Leonetti,"cinematographer,camera_department,director",84,Annabelle,6500000.0,84273813.0,256862920.0,250362920,3951.7372307692303,2014-10-03
1716,Pan,111.0,"Adventure,Comedy,Family",5.8,55867,Adventure,Comedy,Family,Joe Wright,"director,producer,actor",93,Pan,150000000.0,35088320.0,151525973.0,1525973,101.01731533333333,2015-10-09
1717,Antibirth,94.0,Horror,4.9,2759,Horror,,,Danny Perez,"director,writer,editor",49,Antibirth,2500000.0,0.0,0.0,-2500000,0.0,2016-09-02
1718,The Veil,93.0,"Action,Adventure,Sci-Fi",3.5,1236,Action,Adventure,Sci-Fi,Brent Ryan Green,"producer,director,camera_department",64,The Veil,4000000.0,0.0,0.0,-4000000,0.0,2016-02-02
1722,Zipper,112.0,"Drama,Thriller",5.8,6120,Drama,Thriller,,Mora Stephens,"writer,producer,director",57,Zipper,4500000.0,0.0,0.0,-4500000,0.0,2015-08-28
1723,Jigsaw,92.0,"Crime,Horror,Mystery",5.8,57184,Crime,Horror,Mystery,Michael Spierig,"director,writer,visual_effects",61,Jigsaw,10000000.0,38052832.0,102445196.0,92445196,1024.45196,2017-10-27
1724,Compadres,101.0,"Action,Comedy,Crime",4.7,876,Action,Comedy,Crime,Enrique Begné,"director,writer,editor",21,Compadres,3000000.0,3127773.0,7445044.0,4445044,248.16813333333334,2016-04-22
1725,Transformers: The Last Knight,154.0,"Action,Adventure,Sci-Fi",5.2,119007,Action,Adventure,Sci-Fi,Michael Bay,"producer,director,actor",33,Transformers: The Last Knight,217000000.0,130168683.0,602893340.0,385893340,277.8310322580645,2017-06-21
1726,Legend,94.0,Horror,3.5,303,Horror,,,John Michael Elfers,"writer,director,producer",63,Legend,25000000.0,15502112.0,23506237.0,-1493763,94.024948,2015-11-20
1729,X-Men: Apocalypse,144.0,"Action,Adventure,Sci-Fi",7.0,356556,Action,Adventure,Sci-Fi,Bryan Singer,"producer,director,writer",93,X-Men: Apocalypse,178000000.0,155442489.0,542537546.0,364537546,304.7963741573034,2016-05-27
1730,Jack Reacher: Never Go Back,118.0,"Action,Thriller",6.1,121892,Action,Thriller,,Edward Zwick,"producer,writer,director",85,Jack Reacher: Never Go Back,60000000.0,58697076.0,159946489.0,99946489,266.57748166666664,2016-10-21
1731,Sicario,121.0,"Action,Crime,Drama",7.6,328548,Action,Crime,Drama,Denis Villeneuve,"director,writer,editor",100,Sicario,30000000.0,46889293.0,84393749.0,54393749,281.3124966666666,2015-09-18
1732,Fist Fight,91.0,Comedy,5.6,35136,Comedy,,,Richie Keen,"director,actor,producer",29,Fist Fight,25000000.0,32187017.0,40286416.0,15286416,161.145664,2017-02-17
1733,Murder On The Orient Express,114.0,"Crime,Drama,Mystery",6.5,178603,Crime,Drama,Mystery,Kenneth Branagh,"actor,producer,director",95,Murder On The Orient Express,55000000.0,102826543.0,345922730.0,290922730,628.9504181818182,2017-11-10
1734,Ferdinand,108.0,"Adventure,Animation,Comedy",6.7,40229,Adventure,Animation,Comedy,Carlos Saldanha,"director,producer,actor",14,Ferdinand,111000000.0,84410380.0,289847930.0,178847930,261.12426126126127,2017-12-15
1735,A Monster Calls,108.0,"Animation,Drama,Fantasy",7.5,70416,Animation,Drama,Fantasy,J.A. Bayona,"director,writer,actor",41,A Monster Calls,43000000.0,3740823.0,46414530.0,3414530,107.94076744186047,2016-12-23
1736,Ice Age: Collision Course,94.0,"Adventure,Animation,Comedy",5.7,48932,Adventure,Animation,Comedy,Mike Thurmeier,"director,animation_department,visual_effects",52,Ice Age: Collision Course,105000000.0,64063008.0,402156682.0,297156682,383.0063638095238,2016-07-22
1737,Paul Blart: Mall Cop 2,94.0,"Action,Comedy,Crime",4.4,30828,Action,Comedy,Crime,Andy Fickman,"producer,director,actor",60,Paul Blart: Mall Cop 2,38000000.0,71091594.0,107650646.0,69650646,283.29117368421055,2015-04-17
1738,War For The Planet Of The Apes,140.0,"Action,Adventure,Drama",7.5,201943,Action,Adventure,Drama,Matt Reeves,"producer,writer,director",52,War For The Planet Of The Apes,152000000.0,146880162.0,489592267.0,337592267,322.10017565789474,2017-07-14
1739,The Hateful Eight,168.0,"Crime,Drama,Mystery",7.8,434966,Crime,Drama,Mystery,Quentin Tarantino,"writer,actor,producer",33,The Hateful Eight,62000000.0,54117416.0,147864886.0,85864886,238.49175161290322,2015-12-25
1740,The Lobster,119.0,"Comedy,Drama,Romance",7.1,182622,Comedy,Drama,Romance,Yorgos Lanthimos,"director,writer,producer",32,The Lobster,4500000.0,9196278.0,18019834.0,13519834,400.4407555555556,2016-05-13
1741,Despicable Me 3,89.0,"Adventure,Animation,Comedy",6.3,92580,Adventure,Animation,Comedy,Kyle Balda,"director,animation_department,visual_effects",30,Despicable Me 3,75000000.0,264624300.0,1034727750.0,959727750,1379.637,2017-06-30
1742,Sing,108.0,"Animation,Comedy,Family",7.1,115951,Animation,Comedy,Family,Garth Jennings,"director,actor,writer",29,Sing,75000000.0,270329045.0,634454789.0,559454789,845.9397186666667,2016-12-21
1743,Vice,96.0,"Action,Adventure,Sci-Fi",4.2,14436,Action,Adventure,Sci-Fi,Brian A. Miller,"director,actor,writer",100,Vice,60000000.0,47836282.0,70883171.0,10883171,118.13861833333333,2015-01-16
1747,The Nut Job 2: Nutty By Nature,91.0,"Adventure,Animation,Comedy",5.5,4820,Adventure,Animation,Comedy,Cal Brunker,"animation_department,art_department,writer",81,The Nut Job 2: Nutty By Nature,40000000.0,28370522.0,57438389.0,17438389,143.59597250000002,2017-08-11
1748,Captain America: Civil War,147.0,"Action,Adventure,Sci-Fi",7.8,583507,Action,Adventure,Sci-Fi,Joe Russo,"producer,director,writer",17,Captain America: Civil War,250000000.0,408084349.0,1140069413.0,890069413,456.0277652,2016-05-06
1749,Thor: Ragnarok,130.0,"Action,Adventure,Comedy",7.9,482995,Action,Adventure,Comedy,Taika Waititi,"actor,producer,director",82,Thor: Ragnarok,180000000.0,315058289.0,846980024.0,666980024,470.5444577777778,2017-11-03
1750,Housebound,107.0,"Comedy,Horror,Mystery",6.8,29757,Comedy,Horror,Mystery,Gerard Johnstone,"writer,director,editor",7,Housebound,1500000.0,0.0,236863.0,-1263137,15.790866666666666,2014-10-17
1751,Close Range,80.0,"Action,Crime",5.0,3974,Action,Crime,,Isaac Florentine,"director,stunts,assistant_director",74,Close Range,3000000.0,0.0,0.0,-3000000,0.0,2015-12-11
1752,The Disaster Artist,104.0,"Biography,Comedy,Drama",7.4,111737,Biography,Comedy,Drama,James Franco,"actor,producer,director",100,The Disaster Artist,10000000.0,21120616.0,28717667.0,18717667,287.17667,2017-12-01
1753,Moana,107.0,"Adventure,Animation,Comedy",7.6,224253,Adventure,Animation,Comedy,Ron Clements,"writer,director,miscellaneous",62,Moana,150000000.0,248757044.0,637517365.0,487517365,425.0115766666666,2015-11-13
1755,Mechanic: Resurrection,98.0,"Action,Adventure,Thriller",5.7,67275,Action,Adventure,Thriller,Dennis Gansel,"director,writer,actor",94,Mechanic: Resurrection,40000000.0,21218403.0,109738840.0,69738840,274.3471,2016-08-26
1756,#Horror,101.0,"Crime,Drama,Horror",3.0,3092,Crime,Drama,Horror,Tara Subkoff,"actress,producer,director",16,#Horror,1500000.0,0.0,0.0,-1500000,0.0,2015-11-20
1757,The Night Before,101.0,"Adventure,Comedy,Fantasy",6.4,58455,Adventure,Comedy,Fantasy,Jonathan Levine,"writer,director,producer",6,The Night Before,25000000.0,43035725.0,52427346.0,27427346,209.709384,2015-11-20
1759,American Made,115.0,"Action,Biography,Comedy",7.2,131043,Action,Biography,Comedy,Doug Liman,"producer,director,miscellaneous",32,American Made,50000000.0,51342000.0,135569212.0,85569212,271.138424,2017-09-29
1760,Unnatural,89.0,"Action,Horror,Sci-Fi",4.0,1590,Action,Horror,Sci-Fi,Hank Braxtan,"producer,director,writer",73,Unnatural,3000000.0,0.0,0.0,-3000000,0.0,2015-10-16
1761,Whiskey Tango Foxtrot,112.0,"Biography,Comedy,Drama",6.6,46265,Biography,Comedy,Drama,John Requa,"producer,writer,director",6,Whiskey Tango Foxtrot,35000000.0,23083334.0,25350747.0,-9649253,72.43070571428572,2016-03-04
1762,Girls Trip,122.0,"Comedy,Drama",6.2,29321,Comedy,Drama,,Malcolm D. Lee,"director,producer,writer",36,Girls Trip,28000000.0,115108515.0,140886353.0,112886353,503.1655464285715,2017-07-21
1763,The Other Side Of The Door,90.0,Drama,3.8,5,Drama,,,Ira Farmer,"producer,director,writer",49,The Other Side Of The Door,5000000.0,3000342.0,12905107.0,7905107,258.10214,2016-03-11
1765,Not Cool,93.0,"Comedy,Drama,Romance",4.5,5089,Comedy,Drama,Romance,Shane Dawson,"actor,writer,director",69,Not Cool,800000.0,35688.0,35688.0,-764312,4.460999999999999,2014-09-23
1766,Bilal: A New Breed Of Hero,105.0,"Action,Adventure,Animation",8.0,16854,Action,Adventure,Animation,Khurram H. Alavi,"director,writer,visual_effects",100,Bilal: A New Breed Of Hero,30000000.0,490973.0,648599.0,-29351401,2.1619966666666666,2018-02-02
1767,Steel,108.0,"Drama,Mystery,Romance",5.5,537,Drama,Mystery,Romance,Sven J. Matten,"producer,director,writer",73,Steel,16000000.0,1686429.0,1686429.0,-14313571,10.54018125,2015-11-17
1768,Knock Knock,99.0,"Drama,Thriller",4.9,68328,Drama,Thriller,,Eli Roth,"producer,actor,writer",62,Knock Knock,2000000.0,36336.0,6328516.0,4328516,316.4258,2015-10-09
1770,Cars 3,102.0,"Adventure,Animation,Comedy",6.8,59408,Adventure,Animation,Comedy,Brian Fee,"art_department,animation_department,actor",5,Cars 3,175000000.0,152901115.0,383541369.0,208541369,219.16649657142858,2017-06-16
1771,Incredibles 2,118.0,"Action,Adventure,Animation",7.7,203510,Action,Adventure,Animation,Brad Bird,"miscellaneous,writer,director",44,Incredibles 2,200000000.0,608581744.0,1242520711.0,1042520711,621.2603555000001,2018-06-15
1772,A Street Cat Named Bob,103.0,"Biography,Comedy,Drama",7.4,23204,Biography,Comedy,Drama,Roger Spottiswoode,"director,producer,editor",31,A Street Cat Named Bob,8000000.0,82703.0,17382693.0,9382693,217.2836625,2016-11-18
1773,Mommy,139.0,Drama,8.1,43020,Drama,,,Xavier Dolan,"actor,writer,director",1,Mommy,4900000.0,3498695.0,17536004.0,12636004,357.87763265306126,2014-08-29
1774,Jem And The Holograms,118.0,"Adventure,Drama,Family",4.1,6683,Adventure,Drama,Family,Jon M. Chu,"producer,writer,director",53,Jem And The Holograms,5000000.0,2184640.0,2368937.0,-2631063,47.37874,2015-10-23
1775,Paper Towns,109.0,"Comedy,Drama,Mystery",6.3,87742,Comedy,Drama,Mystery,Jake Schreier,"director,producer,actor",68,Paper Towns,12000000.0,32000304.0,85450484.0,73450484,712.0873666666666,2015-07-24
1776,Ricki And The Flash,101.0,"Comedy,Drama,Music",5.9,20932,Comedy,Drama,Music,Jonathan Demme,"director,producer,writer",95,Ricki And The Flash,18000000.0,26839498.0,41166033.0,23166033,228.70018333333334,2015-08-07
1777,Barbershop: The Next Cut,111.0,"Comedy,Drama",5.9,13306,Comedy,Drama,,Malcolm D. Lee,"director,producer,writer",22,Barbershop: The Next Cut,20000000.0,54030051.0,54404202.0,34404202,272.02101,2016-04-15
1778,Allied,124.0,"Action,Drama,Romance",7.1,125741,Action,Drama,Romance,Robert Zemeckis,"producer,writer,director",47,Allied,106000000.0,40098064.0,119266661.0,13266661,112.5157179245283,2016-11-23
1779,Misconduct,106.0,"Crime,Drama,Mystery",5.3,13550,Crime,Drama,Mystery,Shintaro Shimosawa,"producer,writer,miscellaneous",15,Misconduct,11000000.0,0.0,2352511.0,-8647489,21.386463636363636,2016-02-05
1780,The Martian,144.0,"Adventure,Drama,Sci-Fi",8.0,680116,Adventure,Drama,Sci-Fi,Ridley Scott,"producer,director,production_designer",46,The Martian,108000000.0,228433663.0,655271443.0,547271443,606.7328175925926,2015-10-02
1781,Bridge Of Spies,142.0,"Drama,History,Thriller",7.6,263004,Drama,History,Thriller,Steven Spielberg,"producer,writer,director",10,Bridge Of Spies,40000000.0,72313754.0,162498338.0,122498338,406.24584500000003,2015-10-16
1782,Criminal Activities,94.0,"Crime,Drama,Thriller",5.8,7739,Crime,Drama,Thriller,Jackie Earle Haley,"actor,director,writer",67,Criminal Activities,7000000.0,0.0,386744.0,-6613256,5.524914285714286,2015-11-20
1783,The Bfg,117.0,"Adventure,Family,Fantasy",6.4,69340,Adventure,Family,Fantasy,Steven Spielberg,"producer,writer,director",17,The Bfg,140000000.0,55483770.0,199646680.0,59646680,142.6047714285714,2016-07-01
1784,By The Sea,122.0,"Drama,Romance",5.3,16206,Drama,Romance,,Angelina Jolie,"actress,producer,director",97,By The Sea,20000000.0,538460.0,3727746.0,-16272254,18.63873,2015-11-13
1785,Unfriended,83.0,"Horror,Mystery,Thriller",5.6,62043,Horror,Mystery,Thriller,Levan Gabriadze,"director,actor,camera_department",14,Unfriended,1000000.0,32789645.0,64364198.0,63364198,6436.419800000001,2015-04-17
1786,Underworld: Blood Wars,91.0,"Action,Adventure,Fantasy",5.8,62942,Action,Adventure,Fantasy,Anna Foerster,"director,camera_department,visual_effects",91,Underworld: Blood Wars,35000000.0,30353973.0,81209222.0,46209222,232.0263485714286,2017-01-06
1787,Power Rangers,124.0,"Action,Adventure,Sci-Fi",6.0,92013,Action,Adventure,Sci-Fi,Dean Israelite,"director,writer,miscellaneous",94,Power Rangers,120000000.0,85364450.0,142531552.0,22531552,118.77629333333333,2017-03-24
1788,American Honey,163.0,"Adventure,Drama,Romance",7.0,31663,Adventure,Drama,Romance,Andrea Arnold,"actress,writer,director",15,American Honey,3500000.0,663247.0,2611750.0,-888250,74.62142857142857,2016-09-30
1789,The Lady In The Van,104.0,"Biography,Comedy,Drama",6.7,23105,Biography,Comedy,Drama,Nicholas Hytner,"miscellaneous,director,producer",47,The Lady In The Van,6000000.0,10021175.0,42320503.0,36320503,705.3417166666667,2015-12-04
1790,Kong: Skull Island,118.0,"Action,Adventure,Fantasy",6.6,237720,Action,Adventure,Fantasy,Jordan Vogt-Roberts,"director,producer,writer",78,Kong: Skull Island,185000000.0,168052812.0,561072059.0,376072059,303.28219405405406,2017-03-10
1791,Lion,118.0,"Biography,Drama",8.1,181601,Biography,Drama,,Garth Davis,"director,cinematographer",60,Lion,12000000.0,51739495.0,149570720.0,137570720,1246.4226666666666,2016-11-25
1793,My Big Fat Greek Wedding 2,94.0,"Comedy,Romance",6.0,25933,Comedy,Romance,,Kirk Jones,"director,writer,soundtrack",77,My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0,74096558,511.6475444444444,2016-03-25
1794,Zoom,96.0,"Animation,Comedy,Drama",6.1,2323,Animation,Comedy,Drama,Pedro Morelli,"director,writer,miscellaneous",26,Zoom,35000000.0,11989328.0,12506188.0,-22493812,35.731965714285714,2016-09-02
1796,The Equalizer 2,121.0,"Action,Crime,Thriller",6.7,97963,Action,Crime,Thriller,Antoine Fuqua,"director,producer,actor",21,The Equalizer 2,77000000.0,102084362.0,190453132.0,113453132,247.34172987012988,2018-07-20
1797,"Hello, My Name Is Doris",90.0,"Comedy,Drama,Romance",6.6,17444,Comedy,Drama,Romance,Michael Showalter,"writer,actor,producer",22,"Hello, My Name Is Doris",1000000.0,14444999.0,14662703.0,13662703,1466.2703000000001,2016-03-11
1798,Snowden,134.0,"Biography,Drama,Thriller",7.3,119149,Biography,Drama,Thriller,Oliver Stone,"director,producer,writer",79,Snowden,50000000.0,21587519.0,35380918.0,-14619082,70.761836,2016-09-16
1799,Solo: A Star Wars Story,135.0,"Action,Adventure,Fantasy",7.0,226243,Action,Adventure,Fantasy,Ron Howard,"actor,producer,director",12,Solo: A Star Wars Story,275000000.0,213767512.0,393151347.0,118151347,142.9641261818182,2018-05-25
1800,La La Land,128.0,"Comedy,Drama,Music",8.0,436070,Comedy,Drama,Music,Damien Chazelle,"producer,writer,director",92,La La Land,20000000.0,151101803.0,426351163.0,406351163,2131.755815,2016-12-09
1801,We Are Your Friends,96.0,"Drama,Music,Romance",6.2,32327,Drama,Music,Romance,Max Joseph,"writer,director,editor",20,We Are Your Friends,2000000.0,3591417.0,10153415.0,8153415,507.67075000000006,2015-08-28
1802,The Nice Guys,116.0,"Action,Comedy,Crime",7.4,240337,Action,Comedy,Crime,Shane Black,"writer,actor,director",56,The Nice Guys,50000000.0,36261763.0,59596747.0,9596747,119.19349400000002,2016-05-20
1803,Cop Car,88.0,"Crime,Thriller",6.3,27081,Crime,Thriller,,Jon Watts,"director,producer,writer",71,Cop Car,5000000.0,134552.0,143658.0,-4856342,2.87316,2015-08-07
1804,The Predator,107.0,"Action,Adventure,Sci-Fi",5.4,94888,Action,Adventure,Sci-Fi,Shane Black,"writer,actor,director",84,The Predator,88000000.0,51024708.0,159487563.0,71487563,181.23586704545454,2018-09-14
1805,Only The Brave,134.0,"Action,Biography,Drama",7.7,45482,Action,Biography,Drama,Joseph Kosinski,"director,writer,producer",75,Only The Brave,38000000.0,18340051.0,24555177.0,-13444823,64.61888684210525,2017-10-20
1806,Cabin Fever,99.0,Horror,3.7,7873,Horror,,,Travis Zariwny,"production_designer,camera_department,director",65,Cabin Fever,1500000.0,21158188.0,30351664.0,28851664,2023.4442666666666,2016-02-12
1807,War Room,120.0,Drama,6.5,11716,Drama,,,Alex Kendrick,"actor,writer,director",66,War Room,3000000.0,67790117.0,73975239.0,70975239,2465.8413,2015-08-28
1808,31,102.0,"Horror,Thriller",5.1,15055,Horror,Thriller,,Rob Zombie,"soundtrack,director,actor",85,31,1500000.0,779820.0,922727.0,-577273,61.51513333333334,2016-10-21
1809,Yoga Hosers,88.0,"Action,Comedy,Fantasy",4.3,10483,Action,Comedy,Fantasy,Kevin Smith,"producer,writer,actor",86,Yoga Hosers,5000000.0,0.0,22958.0,-4977042,0.45916,2016-09-02
1810,Restoration,50.0,"Sci-Fi,Thriller",6.7,82,Sci-Fi,Thriller,,Stuart Willis,"visual_effects,director,writer",34,Restoration,18000000.0,4100000.0,4100000.0,-13900000,22.77777777777778,2016-05-03
1813,Dope,103.0,"Comedy,Crime,Drama",7.2,76557,Comedy,Crime,Drama,Rick Famuyiwa,"producer,director,writer",11,Dope,7000000.0,17506470.0,18190831.0,11190831,259.8690142857143,2015-06-19
1814,Krampus,98.0,"Comedy,Fantasy,Horror",6.2,55400,Comedy,Fantasy,Horror,Michael Dougherty,"writer,director,actor",28,Krampus,15000000.0,42725475.0,61788393.0,46788393,411.92262,2015-12-04
1815,The Bronze,100.0,"Comedy,Drama,Sport",6.0,9043,Comedy,Drama,Sport,Bryan Buckley,"director,writer,producer",16,The Bronze,3500000.0,615816.0,615816.0,-2884184,17.594742857142855,2016-03-18
1816,The Perfect Guy,100.0,"Crime,Drama,Horror",5.6,8998,Crime,Drama,Horror,David M. Rosenthal,"director,writer,producer",78,The Perfect Guy,18000000.0,57027435.0,60278166.0,42278166,334.87870000000004,2015-09-11
1817,Bajrangi Bhaijaan,163.0,"Action,Comedy,Drama",8.0,63747,Action,Comedy,Drama,Kabir Khan,"director,producer,writer",86,Bajrangi Bhaijaan,13000000.0,8178001.0,121778347.0,108778347,936.7565153846155,2015-07-17
1818,The Boss Baby,97.0,"Adventure,Animation,Comedy",6.3,93730,Adventure,Animation,Comedy,Tom Mcgrath,"writer,actor,animation_department",71,The Boss Baby,125000000.0,175003033.0,510878762.0,385878762,408.70300960000003,2017-03-31
1819,Stronger,119.0,"Biography,Drama",7.0,33464,Biography,Drama,,David Gordon Green,"producer,director,writer",90,Stronger,30000000.0,4211129.0,8786752.0,-21213248,29.289173333333334,2017-09-22
1822,Baby Driver,113.0,"Action,Crime,Drama",7.6,363977,Action,Crime,Drama,Edgar Wright,"director,writer,actor",59,Baby Driver,34000000.0,107825862.0,228104185.0,194104185,670.8946617647059,2017-06-28
1823,Gun Shy,92.0,"Action,Adventure,Comedy",4.1,2216,Action,Adventure,Comedy,Simon West,"producer,director,actor",86,Gun Shy,10000000.0,1638202.0,1638202.0,-8361798,16.38202,2017-09-08
1824,The Space Between Us,120.0,"Adventure,Drama,Romance",6.4,41031,Adventure,Drama,Romance,Peter Chelsom,"actor,director,writer",84,The Space Between Us,30000000.0,7885294.0,16481405.0,-13518595,54.93801666666667,2017-02-03
1825,Teenage Mutant Ninja Turtles: Out Of The Shadows,112.0,"Action,Adventure,Comedy",6.0,77234,Action,Adventure,Comedy,Dave Green,"director,camera_department,miscellaneous",32,Teenage Mutant Ninja Turtles: Out Of The Shadows,135000000.0,82051601.0,245328374.0,110328374,181.72472148148148,2016-06-03
1826,Popstar: Never Stop Never Stopping,87.0,"Comedy,Music",6.7,47278,Comedy,Music,,Jorma Taccone,"writer,actor,soundtrack",47,Popstar: Never Stop Never Stopping,20000000.0,9496130.0,9537120.0,-10462880,47.6856,2016-06-03
1827,Mustang,97.0,Drama,7.6,30899,Drama,,,Deniz Gamze Ergüven,"director,actress,writer",21,Mustang,1400000.0,845464.0,5552584.0,4152584,396.61314285714286,2015-11-20
1828,The Bye Bye Man,96.0,"Drama,Fantasy,Horror",4.3,17743,Drama,Fantasy,Horror,Stacy Title,"director,producer,writer",77,The Bye Bye Man,7400000.0,22395806.0,31187727.0,23787727,421.45577027027025,2017-01-13
1829,Manchester By The Sea,137.0,Drama,7.8,214557,Drama,,,Kenneth Lonergan,"writer,actor,director",30,Manchester By The Sea,8500000.0,47695371.0,77733867.0,69233867,914.5160823529412,2016-11-18
1830,Swiss Army Man,97.0,"Adventure,Comedy,Drama",7.0,91736,Adventure,Comedy,Drama,Dan Kwan,"director,actor,writer",10,Swiss Army Man,3000000.0,4210454.0,5837111.0,2837111,194.57036666666667,2016-06-24
1831,Maze Runner: The Scorch Trials,131.0,"Action,Sci-Fi,Thriller",6.3,201143,Action,Sci-Fi,Thriller,Wes Ball,"art_department,visual_effects,director",38,Maze Runner: The Scorch Trials,61000000.0,81697192.0,310566162.0,249566162,509.12485573770493,2015-09-18
1832,The Shallows,86.0,"Drama,Horror,Thriller",6.3,106927,Drama,Horror,Thriller,Jaume Collet-Serra,"director,producer",54,The Shallows,13000000.0,55121623.0,118763442.0,105763442,913.5649384615384,2016-06-24
1833,Do You Believe?,120.0,Drama,6.1,6462,Drama,,,Jon Gunn,"writer,director,editor",60,Do You Believe?,2300000.0,12985600.0,14304931.0,12004931,621.9535217391305,2015-03-20
1835,Code Of Honor,106.0,"Action,Crime,Thriller",4.2,1961,Action,Crime,Thriller,Michael Winnick,"director,writer,producer",47,Code Of Honor,8000000.0,0.0,0.0,-8000000,0.0,2016-05-06
1836,Green Room,95.0,"Horror,Music,Thriller",7.0,90773,Horror,Music,Thriller,Jeremy Saulnier,"camera_department,cinematographer,director",46,Green Room,5000000.0,3220371.0,3807503.0,-1192497,76.15006,2016-04-15
1837,The Dog Lover,101.0,Drama,5.6,620,Drama,,,Alex Ranarivelo,"director,writer,editor",100,The Dog Lover,2000000.0,0.0,0.0,-2000000,0.0,2016-07-08
